sequence,frame,pre_candidates,postnms_kept,suppressed,orphan_suppressed,reference_kept,reference_count_equal,reference_order_equal,reference_min_matched_iou,reference_max_box_abs_diff,reference_max_score_abs_diff,reference_class_mismatch,reference_set_ok
MOT20-05,62,1961,226,1735,0,226,True,True,0.9999959745754183,0.0001220703125,0.0,0,True
MOT20-05,63,1976,229,1747,0,229,True,True,0.9999965116563004,0.0001220703125,0.0,0,True
MOT20-05,64,1961,225,1736,0,225,True,True,0.999996019670787,0.0001220703125,0.0,0,True
MOT20-05,65,2000,230,1770,0,230,True,True,0.9999951679383042,0.0001220703125,0.0,0,True
MOT20-05,66,1981,229,1752,0,229,True,True,0.9999956254798302,0.0001220703125,0.0,0,True
MOT20-05,67,1971,226,1745,0,226,True,True,0.9999961461384307,0.0001220703125,0.0,0,True
MOT20-05,68,1987,230,1757,0,230,True,True,0.9999963492790739,0.0001220703125,0.0,0,True
MOT20-05,69,1965,221,1744,0,221,True,True,0.9999961163917396,0.0001220703125,0.0,0,True
MOT20-05,70,1962,224,1738,0,224,True,True,0.9999977155242273,0.0001220703125,0.0,0,True
MOT20-05,71,1928,222,1706,0,222,True,True,0.9999976182676236,0.0001220703125,0.0,0,True
MOT20-05,72,1967,223,1744,0,223,True,True,0.9999962145444772,0.0001220703125,0.0,0,True
MOT20-05,73,1935,217,1718,0,217,True,True,0.9999955555259258,0.0001220703125,0.0,0,True
MOT20-05,74,1951,221,1730,0,221,True,True,0.9999955981846914,0.0001220703125,0.0,0,True
MOT20-05,75,1931,219,1712,0,219,True,True,0.9999977142698394,0.0001220703125,0.0,0,True
MOT20-05,76,1937,221,1716,0,221,True,True,0.9999969123032365,0.0001220703125,0.0,0,True
MOT20-05,77,1952,221,1731,0,221,True,True,0.9999975572757762,0.0001220703125,0.0,0,True
MOT20-05,78,1941,222,1719,0,222,True,True,0.9999977846560576,0.0001220703125,0.0,0,True
MOT20-05,79,1933,222,1711,0,222,True,True,0.9999971534841354,0.0001220703125,0.0,0,True
MOT20-05,80,1915,225,1690,0,225,True,True,0.9999955766402371,0.0001220703125,0.0,0,True
MOT20-05,81,1893,214,1679,0,214,True,True,0.9999977587922579,0.0001220703125,0.0,0,True
MOT20-05,82,1914,217,1697,0,217,True,True,0.9999950253706099,0.0001220703125,0.0,0,True
MOT20-05,83,1907,216,1691,0,216,True,True,0.9999973339047452,0.0001220703125,0.0,0,True
MOT20-05,84,1901,216,1685,0,216,True,True,0.9999932465082507,0.0001220703125,0.0,0,True
MOT20-05,85,1901,215,1686,0,215,True,True,0.9999959975104515,0.0001220703125,0.0,0,True
MOT20-05,86,1888,215,1673,0,215,True,True,0.9999953038965919,0.0001220703125,0.0,0,True
MOT20-05,87,1935,220,1715,0,220,True,True,0.999995879406717,0.0001220703125,0.0,0,True
MOT20-05,88,1879,218,1661,0,218,True,True,0.9999960692375862,0.0001220703125,0.0,0,True
MOT20-05,89,1875,218,1657,0,218,True,True,0.9999962110519824,0.0001220703125,0.0,0,True
MOT20-05,90,1878,211,1667,0,211,True,True,0.9999974812415464,0.0001220703125,0.0,0,True
MOT20-05,91,1848,209,1639,0,209,True,True,0.9999973274333047,0.0001220703125,0.0,0,True
MOT20-05,92,1868,217,1651,0,217,True,True,0.9999961648647923,0.0001220703125,0.0,0,True
MOT20-05,93,1841,211,1630,0,211,True,True,0.9999969641819001,0.0001220703125,0.0,0,True
MOT20-05,94,1863,217,1646,0,217,True,True,0.9999960615162616,0.0001220703125,0.0,0,True
MOT20-05,95,1819,211,1608,0,211,True,True,0.9999975239042158,0.0001220703125,0.0,0,True
MOT20-05,96,1823,211,1612,0,211,True,True,0.9999977991601595,0.0001220703125,0.0,0,True
MOT20-05,97,1818,211,1607,0,211,True,True,0.9999963666025372,0.0001220703125,0.0,0,True
MOT20-05,98,1845,212,1633,0,212,True,True,0.9999977854245652,0.0001220703125,0.0,0,True
MOT20-05,99,1819,210,1609,0,210,True,True,0.999996928136833,0.0001220703125,0.0,0,True
MOT20-05,100,1808,208,1600,0,208,True,True,0.9999977637440292,0.0001220703125,0.0,0,True
MOT20-05,101,1806,203,1603,0,203,True,True,0.9999977273553688,0.0001220703125,0.0,0,True
MOT20-05,102,1807,209,1598,0,209,True,True,0.9999956508880886,0.0001220703125,0.0,0,True
MOT20-05,103,1812,207,1605,0,207,True,True,0.9999976374233541,0.0001220703125,0.0,0,True
MOT20-05,104,1822,209,1613,0,209,True,True,0.9999975937186432,0.0001220703125,0.0,0,True
MOT20-05,105,1789,205,1584,0,205,True,True,0.9999970063795119,0.0001220703125,0.0,0,True
MOT20-05,106,1791,206,1585,0,206,True,True,0.9999937459739707,0.0001220703125,0.0,0,True
MOT20-05,107,1780,203,1577,0,203,True,True,0.9999976614181336,0.0001220703125,0.0,0,True
MOT20-05,108,1787,207,1580,0,207,True,True,0.9999977403172594,0.0001220703125,0.0,0,True
MOT20-05,109,1775,203,1572,0,203,True,True,0.9999977470507951,0.0001220703125,0.0,0,True
MOT20-05,110,1768,202,1566,0,202,True,True,0.9999961312062705,0.0001220703125,0.0,0,True
MOT20-05,111,1789,203,1586,0,203,True,True,0.9999974652100073,0.0001220703125,0.0,0,True
MOT20-05,112,1746,203,1543,0,203,True,True,0.9999959763327895,0.0001220703125,0.0,0,True
MOT20-05,113,1762,205,1557,0,205,True,True,0.9999977913438347,0.0001220703125,0.0,0,True
MOT20-05,114,1763,205,1558,0,205,True,True,0.9999958337586371,0.0001220703125,0.0,0,True
MOT20-05,115,1752,203,1549,0,203,True,True,0.9999960394706356,0.0001220703125,0.0,0,True
MOT20-05,116,1814,216,1598,0,216,True,True,0.9999976057309224,0.0001220703125,0.0,0,True
MOT20-05,117,1786,207,1579,0,207,True,True,0.999995486886019,0.0001220703125,0.0,0,True
MOT20-05,118,1772,213,1559,0,213,True,True,0.9999956073208391,0.0001220703125,0.0,0,True
MOT20-05,119,1758,207,1551,0,207,True,True,0.999997779435799,0.0001220703125,0.0,0,True
MOT20-05,120,1770,210,1560,0,210,True,True,0.9999959251864228,0.0001220703125,0.0,0,True
MOT20-05,121,1770,206,1564,0,206,True,True,0.9999967330137132,0.0001220703125,0.0,0,True
MOT20-05,122,1751,202,1549,0,202,True,True,0.9999953456300067,0.0001220703125,0.0,0,True
MOT20-05,123,1741,200,1541,0,200,True,True,0.9999976667821399,0.0001220703125,0.0,0,True
MOT20-05,124,1726,196,1530,0,196,True,True,0.9999977347891089,0.0001220703125,0.0,0,True
MOT20-05,125,1738,197,1541,0,197,True,True,0.9999963104804492,0.0001220703125,0.0,0,True
MOT20-05,126,1748,197,1551,0,197,True,True,0.9999966869206253,0.0001220703125,0.0,0,True
MOT20-05,127,1746,198,1548,0,198,True,True,0.9999962051856138,0.0001220703125,0.0,0,True
MOT20-05,128,1749,198,1551,0,198,True,True,0.9999961828418742,0.0001220703125,0.0,0,True
MOT20-05,129,1742,196,1546,0,196,True,True,0.9999974502024539,0.0001220703125,0.0,0,True
MOT20-05,130,1737,197,1540,0,197,True,True,0.9999976823521949,0.0001220703125,0.0,0,True
MOT20-05,131,1771,202,1569,0,202,True,True,0.9999955942575552,0.0001220703125,0.0,0,True
MOT20-05,132,1760,204,1556,0,204,True,True,0.999995446871319,0.0001220703125,0.0,0,True
MOT20-05,133,1741,199,1542,0,199,True,True,0.999997337125267,0.0001220703125,0.0,0,True
MOT20-05,134,1771,201,1570,0,201,True,True,0.9999936764491998,0.0001220703125,0.0,0,True
MOT20-05,135,1739,199,1540,0,199,True,True,0.999993729975108,0.0001220703125,0.0,0,True
MOT20-05,136,1727,197,1530,0,197,True,True,0.99999731400852,0.0001220703125,0.0,0,True
MOT20-05,137,1720,196,1524,0,196,True,True,0.9999974006354784,0.0001220703125,0.0,0,True
MOT20-05,138,1710,196,1514,0,196,True,True,0.9999976519875734,0.0001220703125,0.0,0,True
MOT20-05,139,1714,195,1519,0,195,True,True,0.9999978293570773,0.0001220703125,0.0,0,True
MOT20-05,140,1723,191,1532,0,191,True,True,0.9999978151914111,0.0001220703125,0.0,0,True
MOT20-05,141,1719,196,1523,0,196,True,True,0.9999972975018107,0.0001220703125,0.0,0,True
MOT20-05,142,1749,201,1548,0,201,True,True,0.9999978087186702,0.0001220703125,0.0,0,True
MOT20-05,143,1721,195,1526,0,195,True,True,0.9999961167009044,0.0001220703125,0.0,0,True
MOT20-05,144,1725,195,1530,0,195,True,True,0.9999977354405813,0.0001220703125,0.0,0,True
MOT20-05,145,1739,200,1539,0,200,True,True,0.9999977042727858,0.0001220703125,0.0,0,True
MOT20-05,146,1728,196,1532,0,196,True,True,0.9999963612546394,0.0001220703125,0.0,0,True
MOT20-05,147,1730,200,1530,0,200,True,True,0.9999925486017451,0.0001220703125,0.0,0,True
MOT20-05,148,1749,201,1548,0,201,True,True,0.9999970991201631,0.0001220703125,0.0,0,True
MOT20-05,149,1778,205,1573,0,205,True,True,0.9999978451874956,0.0001220703125,0.0,0,True
MOT20-05,150,1782,206,1576,0,206,True,True,0.9999969938313419,0.0001220703125,0.0,0,True
MOT20-05,151,1760,200,1560,0,200,True,True,0.9999962452455422,0.0001220703125,0.0,0,True
MOT20-05,152,1760,199,1561,0,199,True,True,0.9999977238999609,0.0001220703125,0.0,0,True
MOT20-05,153,1779,203,1576,0,203,True,True,0.9999923898236722,0.0001220703125,0.0,0,True
MOT20-05,154,1788,206,1582,0,206,True,True,0.9999977859696899,0.0001220703125,0.0,0,True
MOT20-05,155,1759,203,1556,0,203,True,True,0.9999975800372433,0.0001220703125,0.0,0,True
MOT20-05,156,1766,203,1563,0,203,True,True,0.9999976548287394,0.0001220703125,0.0,0,True
MOT20-05,157,1758,199,1559,0,199,True,True,0.9999963971039922,0.0001220703125,0.0,0,True
MOT20-05,158,1755,201,1554,0,201,True,True,0.9999963423822795,0.0001220703125,0.0,0,True
MOT20-05,159,1784,203,1581,0,203,True,True,0.9999975727597427,0.0001220703125,0.0,0,True
MOT20-05,160,1772,202,1570,0,202,True,True,0.9999977545700114,0.0001220703125,0.0,0,True
MOT20-05,161,1779,200,1579,0,200,True,True,0.9999974883206912,0.0001220703125,0.0,0,True
MOT20-05,162,1784,202,1582,0,202,True,True,0.999997559946026,0.0001220703125,0.0,0,True
MOT20-05,163,1762,200,1562,0,200,True,True,0.9999956156311518,0.0001220703125,0.0,0,True
MOT20-05,164,1768,200,1568,0,200,True,True,0.9999950277451819,0.0001220703125,0.0,0,True
MOT20-05,165,1775,202,1573,0,202,True,True,0.9999966986566834,0.0001220703125,0.0,0,True
MOT20-05,166,1763,202,1561,0,202,True,True,0.9999972274092773,0.0001220703125,0.0,0,True
MOT20-05,167,1769,203,1566,0,203,True,True,0.9999972518125935,0.0001220703125,0.0,0,True
MOT20-05,168,1772,199,1573,0,199,True,True,0.9999969170200532,0.0001220703125,0.0,0,True
MOT20-05,169,1765,198,1567,0,198,True,True,0.9999975304434583,0.0001220703125,0.0,0,True
MOT20-05,170,1745,197,1548,0,197,True,True,0.9999965139716407,0.0001220703125,0.0,0,True
MOT20-05,171,1741,198,1543,0,198,True,True,0.9999979253800704,0.0001220703125,0.0,0,True
MOT20-05,172,1731,194,1537,0,194,True,True,0.9999971731928222,0.0001220703125,0.0,0,True
MOT20-05,173,1742,199,1543,0,199,True,True,0.9999977407256789,0.0001220703125,0.0,0,True
MOT20-05,174,1770,200,1570,0,200,True,True,0.999997645241504,0.0001220703125,0.0,0,True
MOT20-05,175,1744,194,1550,0,194,True,True,0.9999964617175531,0.0001220703125,0.0,0,True
MOT20-05,176,1757,199,1558,0,199,True,True,0.9999974640400885,0.0001220703125,0.0,0,True
MOT20-05,177,1773,200,1573,0,200,True,True,0.9999975820881087,0.0001220703125,0.0,0,True
MOT20-05,178,1754,200,1554,0,200,True,True,0.9999977625882379,0.0001220703125,0.0,0,True
MOT20-05,179,1767,196,1571,0,196,True,True,0.9999976465051851,0.0001220703125,0.0,0,True
MOT20-05,180,1737,197,1540,0,197,True,True,0.9999975814126727,0.0001220703125,0.0,0,True
MOT20-05,181,1764,199,1565,0,199,True,True,0.9999976406942493,0.0001220703125,0.0,0,True
MOT20-05,182,1759,203,1556,0,203,True,True,0.9999950181588111,0.0001220703125,0.0,0,True
MOT20-05,183,1748,203,1545,0,203,True,True,0.9999977149379171,0.0001220703125,0.0,0,True
MOT20-05,184,1757,201,1556,0,201,True,True,0.999997825590624,0.0001220703125,0.0,0,True
MOT20-05,185,1744,200,1544,0,200,True,True,0.9999976077832405,0.0001220703125,0.0,0,True
MOT20-05,186,1732,197,1535,0,197,True,True,0.999995879406717,0.0001220703125,0.0,0,True
MOT20-05,187,1753,201,1552,0,201,True,True,0.9999978284473399,0.0001220703125,0.0,0,True
MOT20-05,188,1749,197,1552,0,197,True,True,0.999996976376429,0.0001220703125,0.0,0,True
MOT20-05,189,1737,202,1535,0,202,True,True,0.9999973593315941,0.0001220703125,0.0,0,True
MOT20-05,190,1727,198,1529,0,198,True,True,0.9999972229087809,0.0001220703125,0.0,0,True
MOT20-05,191,1749,202,1547,0,202,True,True,0.9999977142961632,0.0001220703125,0.0,0,True
MOT20-05,192,1728,196,1532,0,196,True,True,0.9999951057883841,0.0001220703125,0.0,0,True
MOT20-05,193,1712,197,1515,0,197,True,True,0.9999965358547692,0.0001220703125,0.0,0,True
MOT20-05,194,1692,195,1497,0,195,True,True,0.999995938055344,0.0001220703125,0.0,0,True
MOT20-05,195,1724,196,1528,0,196,True,True,0.999997699340631,0.0001220703125,0.0,0,True
MOT20-05,196,1699,194,1505,0,194,True,True,0.9999976081190008,0.0001220703125,0.0,0,True
MOT20-05,197,1690,191,1499,0,191,True,True,0.9999957519026166,0.0001220703125,0.0,0,True
MOT20-05,198,1688,193,1495,0,193,True,True,0.9999977820404762,0.0001220703125,0.0,0,True
MOT20-05,199,1701,194,1507,0,194,True,True,0.9999960941314324,0.0001220703125,0.0,0,True
MOT20-05,200,1676,189,1487,0,189,True,True,0.9999970705628182,0.0001220703125,0.0,0,True
MOT20-05,201,1697,193,1504,0,193,True,True,0.9999977937558879,0.0001220703125,0.0,0,True
MOT20-05,202,1707,194,1513,0,194,True,True,0.9999963998425978,0.0001220703125,0.0,0,True
MOT20-05,203,1683,192,1491,0,192,True,True,0.9999977576432019,0.0001220703125,0.0,0,True
MOT20-05,204,1698,194,1504,0,194,True,True,0.9999977195880193,0.0001220703125,0.0,0,True
MOT20-05,205,1685,195,1490,0,195,True,True,0.9999974691494368,0.0001220703125,0.0,0,True
MOT20-05,206,1700,194,1506,0,194,True,True,0.9999977585561516,0.0001220703125,0.0,0,True
MOT20-05,207,1717,194,1523,0,194,True,True,0.9999974737203762,0.0001220703125,0.0,0,True
MOT20-05,208,1706,194,1512,0,194,True,True,0.9999957067264863,0.0001220703125,0.0,0,True
MOT20-05,209,1702,193,1509,0,193,True,True,0.9999958236494204,0.0001220703125,0.0,0,True
MOT20-05,210,1725,198,1527,0,198,True,True,0.9999977820362681,0.0001220703125,0.0,0,True
MOT20-05,211,1738,199,1539,0,199,True,True,0.9999977817410671,0.0001220703125,0.0,0,True
MOT20-05,212,1722,195,1527,0,195,True,True,0.9999970850500495,0.0001220703125,0.0,0,True
MOT20-05,213,1735,196,1539,0,196,True,True,0.9999978660839653,0.0001220703125,0.0,0,True
MOT20-05,214,1701,193,1508,0,193,True,True,0.9999978393281175,0.0001220703125,0.0,0,True
MOT20-05,215,1710,195,1515,0,195,True,True,0.9999967598217901,0.0001220703125,0.0,0,True
MOT20-05,216,1704,194,1510,0,194,True,True,0.9999979225527672,0.0001220703125,0.0,0,True
MOT20-05,217,1709,196,1513,0,196,True,True,0.9999978753510982,0.0001220703125,0.0,0,True
MOT20-05,218,1714,191,1523,0,191,True,True,0.9999961520035555,0.0001220703125,0.0,0,True
MOT20-05,219,1716,195,1521,0,195,True,True,0.9999970354427641,0.0001220703125,0.0,0,True
MOT20-05,220,1708,192,1516,0,192,True,True,0.9999973898296914,0.0001220703125,0.0,0,True
MOT20-05,221,1700,192,1508,0,192,True,True,0.9999977685128965,0.0001220703125,0.0,0,True
MOT20-05,222,1733,193,1540,0,193,True,True,0.9999975227468044,0.0001220703125,0.0,0,True
MOT20-05,223,1740,194,1546,0,194,True,True,0.99999552787809,0.0001220703125,0.0,0,True
MOT20-05,224,1734,194,1540,0,194,True,True,0.9999977631037383,0.0001220703125,0.0,0,True
MOT20-05,225,1756,196,1560,0,196,True,True,0.9999976871414562,0.0001220703125,0.0,0,True
MOT20-05,226,1754,197,1557,0,197,True,True,0.9999969795272357,0.0001220703125,0.0,0,True
MOT20-05,227,1752,194,1558,0,194,True,True,0.9999972654468486,0.0001220703125,0.0,0,True
MOT20-05,228,1757,194,1563,0,194,True,True,0.9999975468732714,0.0001220703125,0.0,0,True
MOT20-05,229,1725,193,1532,0,193,True,True,0.9999975314111862,0.0001220703125,0.0,0,True
MOT20-05,230,1730,195,1535,0,195,True,True,0.999997312792039,0.0001220703125,0.0,0,True
MOT20-05,231,1746,197,1549,0,197,True,True,0.9999977976818399,0.0001220703125,0.0,0,True
MOT20-05,232,1766,197,1569,0,197,True,True,0.9999957493565589,0.0001220703125,0.0,0,True
MOT20-05,233,1776,200,1576,0,200,True,True,0.9999975906688917,0.0001220703125,0.0,0,True
MOT20-05,234,1782,202,1580,0,202,True,True,0.9999976295509658,0.0001220703125,0.0,0,True
MOT20-05,235,1761,197,1564,0,197,True,True,0.9999956311464309,0.0001220703125,0.0,0,True
MOT20-05,236,1764,195,1569,0,195,True,True,0.9999977060537242,0.0001220703125,0.0,0,True
MOT20-05,237,1766,198,1568,0,198,True,True,0.999997367573596,0.0001220703125,0.0,0,True
MOT20-05,238,1777,200,1577,0,200,True,True,0.9999974207725818,0.0001220703125,0.0,0,True
MOT20-05,239,1767,199,1568,0,199,True,True,0.9999975236987197,0.0001220703125,0.0,0,True
MOT20-05,240,1736,194,1542,0,194,True,True,0.999996502408092,0.0001220703125,0.0,0,True
MOT20-05,241,1732,196,1536,0,196,True,True,0.9999976842953542,0.0001220703125,0.0,0,True
MOT20-05,242,1724,196,1528,0,196,True,True,0.9999955219402538,0.0001220703125,0.0,0,True
MOT20-05,243,1734,196,1538,0,196,True,True,0.9999973246079882,0.0001220703125,0.0,0,True
MOT20-05,244,1731,195,1536,0,195,True,True,0.9999978205520554,0.0001220703125,0.0,0,True
MOT20-05,245,1752,201,1551,0,201,True,True,0.9999976001747073,0.0001220703125,0.0,0,True
MOT20-05,246,1735,198,1537,0,198,True,True,0.9999953823633988,0.0001220703125,0.0,0,True
MOT20-05,247,1754,202,1552,0,202,True,True,0.999996192253139,0.0001220703125,0.0,0,True
MOT20-05,248,1741,196,1545,0,196,True,True,0.9999955647217972,0.0001220703125,0.0,0,True
MOT20-05,249,1736,195,1541,0,195,True,True,0.9999961774848931,0.0001220703125,0.0,0,True
MOT20-05,250,1738,195,1543,0,195,True,True,0.9999962181163572,0.0001220703125,0.0,0,True
MOT20-05,251,1744,194,1550,0,194,True,True,0.9999956794497347,0.0001220703125,0.0,0,True
MOT20-05,252,1737,194,1543,0,194,True,True,0.999996799359872,0.0001220703125,0.0,0,True
MOT20-05,253,1729,194,1535,0,194,True,True,0.9999979557835993,0.0001220703125,0.0,0,True
MOT20-05,254,1730,193,1537,0,193,True,True,0.9999962591790394,0.0001220703125,0.0,0,True
MOT20-05,255,1738,196,1542,0,196,True,True,0.9999976881178505,0.0001220703125,0.0,0,True
MOT20-05,256,1734,196,1538,0,196,True,True,0.9999976373301831,0.0001220703125,0.0,0,True
MOT20-05,257,1746,198,1548,0,198,True,True,0.999995640032351,0.0001220703125,0.0,0,True
MOT20-05,258,1752,197,1555,0,197,True,True,0.999995368805198,0.0001220703125,0.0,0,True
MOT20-05,259,1752,196,1556,0,196,True,True,0.9999975658287635,0.0001220703125,0.0,0,True
MOT20-05,260,1735,195,1540,0,195,True,True,0.9999976340992542,0.0001220703125,0.0,0,True
MOT20-05,261,1729,195,1534,0,195,True,True,0.9999979901606539,0.0001220703125,0.0,0,True
MOT20-05,262,1711,192,1519,0,192,True,True,0.999997383897365,0.0001220703125,0.0,0,True
MOT20-05,263,1726,194,1532,0,194,True,True,0.9999962258240441,0.0001220703125,0.0,0,True
MOT20-05,264,1723,193,1530,0,193,True,True,0.9999965056224535,0.0001220703125,0.0,0,True
MOT20-05,265,1733,196,1537,0,196,True,True,0.9999958889985345,0.0001220703125,0.0,0,True
MOT20-05,266,1731,195,1536,0,195,True,True,0.9999955069002816,0.0001220703125,0.0,0,True
MOT20-05,267,1748,194,1554,0,194,True,True,0.9999978201682395,0.0001220703125,0.0,0,True
MOT20-05,268,1759,201,1558,0,201,True,True,0.9999964229375552,0.0001220703125,0.0,0,True
MOT20-05,269,1759,197,1562,0,197,True,True,0.9999963122152339,0.0001220703125,0.0,0,True
MOT20-05,270,1737,194,1543,0,194,True,True,0.9999973484928834,0.0001220703125,0.0,0,True
MOT20-05,271,1761,197,1564,0,197,True,True,0.9999955479177611,0.0001220703125,0.0,0,True
MOT20-05,272,1749,196,1553,0,196,True,True,0.9999967734545654,0.0001220703125,0.0,0,True
MOT20-05,273,1742,197,1545,0,197,True,True,0.9999960725324704,0.0001220703125,0.0,0,True
