plan_key,created_at,updated_at,status,kind,script,dataset,split,tracker_family,variant,tag,run_root,summary_csv,checkpoint,calibrator_npz,log_path,notes,laplace_primary_only,laplace_no_det_score,laplace_decay_scales,laplace_min_history,laplace_proto_mode,cmc_method,name,epochs,batch_groups,seq_override,det_root,analysis_dir,run_base,run_heuristic,run_learned,laplace_disable_pole_bank,exit_code,lr,hist_hidden,pair_hidden,anchor_alpha,delta_scale,min_history,max_history,disable_set_encoder,disable_background,allow_empty_val,run_current_learned,run_haca,haca_disable_set_encoder,haca_disable_background,haca_version,disable_hist_gate,disable_ood_gate,loss_shift_weight,base_npz,comp_topk,comp_margin_quantile,comp_margin_temperature,comp_delta_scale,duel_margin,loss_duel_weight,samebase_run_root,strongsort_run_root,mot20_run_root,run_samebase,run_strongsort,run_mot20,stop_if_samebase_weak,stop_if_strongsort_collapses,main_train_run_root,main_pipeline_plan_key,run_transfer_for_best,poll_secs,stop_reason,haca_mode,wait_for_mot20_summary,wait_for_strongsort_summary,wait_for_strongsort,gpu_idle_mem_mb,wait_for_process_pattern,wait_for_process_grace_secs,best_candidate,best_hota,best_assa,best_beats_heur,zip_path,queue_label,best_mot20_label,best_mot20_ckpt,wait_plan_key,reason,queue_name,queue_root,oracle_group_jsonl,graph_topk,graph_min_detections,graph_min_committed_matches,detector_filter,val_sequences,experiment_name,seq_ids,owneralt_min_gap,owneralt_max_gap,owneralt_min_tracklet_len,owneralt_min_box_iou,owneralt_owner_max_tracklet_len,owneralt_owner_alt_det_min_score,owneralt_owner_alt_det_min_box_iou,owneralt_max_owner_edge_deficit,owneralt_owner_alt_bonus,owneralt_block_owner_on_reclaim,owneralt_gap1_min_box_iou,owneralt_gap1_owner_alt_det_min_box_iou,owneralt_gap1_max_owner_edge_deficit,owneralt_evidence_mode,owneralt_max_joint_penalty,owneralt_gap1_max_joint_penalty,reference_results_dir,track_high_thresh,track_low_thresh,new_track_thresh,track_buffer,match_thresh,proximity_thresh,appearance_thresh,reference_results_dirs,graph_assoc_top_k,graph_assoc_max_rows,graph_assoc_max_cols,graph_assoc_row_margin,graph_assoc_col_margin,graph_assoc_min_reclaim_time_since_update,graph_assoc_max_reclaim_time_since_update,graph_assoc_min_reclaim_tracklet_len,graph_assoc_recent_owner_max_time_since_update,graph_assoc_recent_owner_max_tracklet_len,graph_assoc_min_box_iou,graph_assoc_reclaim_bonus,graph_assoc_recent_owner_penalty,graph_assoc_iou_bonus,graph_assoc_score_bonus,graph_assoc_min_assignment_gain,graph_assoc_max_cost_delta,graph_assoc_force_match_cost,graph_assoc_allow_match_count_drop,graph_assoc_col_only_min_assignment_gain,graph_assoc_col_only_max_cost_delta,graph_assoc_allow_col_only_blocks,graph_assoc_require_row_involved_strict_reclaim,graph_assoc_row_involved_min_assignment_gain,graph_assoc_protect_young_active_rows,graph_assoc_young_active_max_time_since_update,graph_assoc_young_active_max_tracklet_len,graph_assoc_young_active_min_reclaim_gap,graph_assoc_young_active_max_cost_delta,graph_assoc_protect_stale_lost_owner_rows,graph_assoc_stale_lost_owner_min_time_since_update,graph_assoc_stale_lost_owner_min_tracklet_len,graph_assoc_stale_lost_owner_active_max_time_since_update,graph_assoc_stale_lost_owner_min_introduced_edge_utility,graph_assoc_dump_candidate_rows,graph_assoc_commit_checkpoint,graph_assoc_commit_device,graph_assoc_commit_score_margin,graph_assoc_commit_replace_rules,graph_assoc_commit_gate_only,graph_assoc_commit_decision_mode,graph_assoc_commit_threshold,graph_assoc_commit_neutral_risk_weight,graph_assoc_commit_positive_threshold,graph_assoc_commit_neutral_threshold,package_mode,device,score_margin,graph_assoc_commit_safety_min_gain,graph_assoc_commit_safety_max_cost_delta,graph_assoc_commit_safety_require_reclaim_improve,graph_assoc_commit_safety_require_same_match_count,graph_assoc_candidate_rerank_top_k,graph_assoc_learned_commit_rerank_candidates,teacher_mode,source_manifest,reentry_memory_enable,reentry_memory_use_low_score,reentry_memory_max_gap,reentry_memory_max_size,reentry_memory_min_similarity,reentry_memory_min_det_score,reentry_memory_app_weight,reentry_memory_iou_weight,reentry_memory_score_weight,reentry_memory_gap_weight,reentry_memory_compete_primary,reentry_memory_confirm_streak,reentry_memory_confirm_gap,reentry_memory_confirm_min_similarity,reentry_engine_enable,reentry_engine_hilbert_order,reentry_engine_bf_threshold,reentry_engine_spatial_radius,reentry_engine_max_spatial_radius,train_seqs,val_seq,manual_fix,haca_run_root,haca_checkpoint,stage1_run_root,eval_run_root,stage1_checkpoint,haca_no_background,no_background,track_exit_code,note,smoke_test,train_root,seq_name,seq_id,tracker_output_dir,rgot_analysis_dir,rgot_analysis_only,rgot_top_k,rgot_row_margin,rgot_col_margin,rgot_max_rows,rgot_max_cols,event_count,candidate_blocks,trigger_blocks
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260505_144347_graphassoc_gate_structural_next5h_gatedblend/runs/12_expand_aggr_drop_replace_protect,2026-05-06T12:01:27+08:00,2026-05-06T13:22:06+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/20260505_144347_graphassoc_gate_structural_next5h_gatedblend/runs/12_expand_aggr_drop_replace_protect,/gemini/code/FMtrack-main/FM-Track/outputs/20260505_144347_graphassoc_gate_structural_next5h_gatedblend/runs/12_expand_aggr_drop_replace_protect/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260505_144347_graphassoc_gate_structural_next5h_gatedblend/runs/12_expand_aggr_drop_replace_protect/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_structural_next5h_20260506_081619_12_expand_aggr_drop_replace_protect,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,6,7,7,0.08,0.08,1,8,8,1,18,0.4,0.18,0.06,0.08,0.02,0.002,0.14,0.0,1,0.002,0.14,1,0,0.002,1,1,24,3,0.03,1,10,80,1,0.01,1,/gemini/code/FMtrack-main/FM-Track/outputs/20260505_081619_graphassoc_commit_gatedblend_next5h/train_policy/best.pt,cuda,0.0,1,0,,nan,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912,2026-05-06T14:08:30+08:00,2026-05-06T23:49:52+08:00,completed,analysis,scripts/run_graphassoc_commit_calibrated_next5h.py,MOT20,val_half,BoT-SORT,graphassoc_commit_calibrated_next5h,20260506_141500_graphassoc_commit_structural0912,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/logs/queue.log,"calibrated residual commit queue completed, best_eval=01_posminus_t003 delta_HOTA=0.285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/01_posminus_t003,2026-05-06T14:37:08+08:00,2026-05-06T20:47:13+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/01_posminus_t003,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/01_posminus_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/01_posminus_t003/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260506_141500_graphassoc_commit_structural0912_01_posminus_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,cuda,0.0,1,0,positive_minus_neutral,0.03,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/02_policy_t000,2026-05-06T20:47:20+08:00,2026-05-06T22:21:13+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/02_policy_t000,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/02_policy_t000/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/02_policy_t000/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260506_141500_graphassoc_commit_structural0912_02_policy_t000,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.0,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/03_policy_t003,2026-05-06T22:21:23+08:00,2026-05-06T23:49:47+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/03_policy_t003,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/03_policy_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/mot20_eval/03_policy_t003/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260506_141500_graphassoc_commit_structural0912_03_policy_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.03,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_002800_graphassoc_commit_fixcheck_policy_t000,2026-05-07T00:41:08+08:00,2026-05-07T04:00:15+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,graphassoc_fixcheck_policy_t000,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_002800_graphassoc_commit_fixcheck_policy_t000,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_002800_graphassoc_commit_fixcheck_policy_t000/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_002800_graphassoc_commit_fixcheck_policy_t000/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_002800_graphassoc_commit_fixcheck_policy_t000,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,1,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.0,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003000_graphassoc_commit_fixcheck_posminus_t003,2026-05-07T00:42:21+08:00,2026-05-07T03:59:46+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,graphassoc_fixcheck_posminus_t003,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003000_graphassoc_commit_fixcheck_posminus_t003,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003000_graphassoc_commit_fixcheck_posminus_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003000_graphassoc_commit_fixcheck_posminus_t003/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_003000_graphassoc_commit_fixcheck_posminus_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,1,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,cuda,0.0,1,0,positive_minus_neutral,0.03,1.0,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003200_graphassoc_commit_fixcheck_policy_t003,2026-05-07T00:45:08+08:00,2026-05-07T03:59:48+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,graphassoc_fixcheck_policy_t003,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003200_graphassoc_commit_fixcheck_policy_t003,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003200_graphassoc_commit_fixcheck_policy_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_003200_graphassoc_commit_fixcheck_policy_t003/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_003200_graphassoc_commit_fixcheck_policy_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,1,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.03,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_083500_graphassoc_commit_risktrain_mot20/eval_policy_t003,2026-05-07T09:02:46+08:00,2026-05-07T10:20:55+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_083500_graphassoc_commit_risktrain_mot20/eval_policy_t003,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_083500_graphassoc_commit_risktrain_mot20/eval_policy_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_083500_graphassoc_commit_risktrain_mot20/eval_policy_t003/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_083500_graphassoc_commit_risktrain_eval_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260507_083500_graphassoc_commit_risktrain_mot20/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.03,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_124500_graphassoc_commit_structrisk_mot20/eval_policy_t003,2026-05-07T16:05:50+08:00,2026-06-18T00:50:35+08:00,interrupted,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_124500_graphassoc_commit_structrisk_mot20/eval_policy_t003,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_124500_graphassoc_commit_structrisk_mot20/eval_policy_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_124500_graphassoc_commit_structrisk_mot20/eval_policy_t003/logs/graph_track.log,graph-assoc MOT20 eval started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_124500_graphassoc_commit_structrisk_eval_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260507_124500_graphassoc_commit_structrisk_mot20/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.03,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_180900_graphassoc_commit_structrisk_mot20_retry,2026-05-07T18:20:37+08:00,2026-05-07T19:54:29+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_mot20,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_180900_graphassoc_commit_structrisk_mot20_retry,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_180900_graphassoc_commit_structrisk_mot20_retry/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_180900_graphassoc_commit_structrisk_mot20_retry/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_180900_graphassoc_commit_structrisk_eval_t003_retry,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260507_124500_graphassoc_commit_structrisk_mot20/train_policy/best.pt,cuda,0.0,1,0,policy_score,0.03,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260507_215000_graphassoc_commit_structrisk_mot20_pprob_t022,2026-05-07T20:53:11+08:00,2026-05-07T22:18:05+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_mot20,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_215000_graphassoc_commit_structrisk_mot20_pprob_t022,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_215000_graphassoc_commit_structrisk_mot20_pprob_t022/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_215000_graphassoc_commit_structrisk_mot20_pprob_t022/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260507_215000_graphassoc_commit_structrisk_eval_pprob_t022,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,outputs/20260507_124500_graphassoc_commit_structrisk_mot20/train_policy/best.pt,cuda,0.0,1,0,positive_probability,0.022,nan,nan,nan,,,,nan,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/20260508_010000_graphassoc_candidate_rerank_smoke,2026-05-08T02:03:41+08:00,2026-06-18T00:50:35+08:00,interrupted,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_mot20,,/gemini/code/FMtrack-main/FM-Track/outputs/20260508_010000_graphassoc_candidate_rerank_smoke,/gemini/code/FMtrack-main/FM-Track/outputs/20260508_010000_graphassoc_candidate_rerank_smoke/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/20260508_010000_graphassoc_candidate_rerank_smoke/logs/graph_track.log,graph-assoc MOT20 eval started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_candidate_rerank_smoke,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,3,4,4,0.03,0.03,1,8,20,1,8,0.6,0.08,0.05,0.04,0.02,0.01,0.05,0.0,0,0.01,0.05,1,0,0.01,0,1,20,2,-1.0,0,9,100,1,0.0,0,outputs/20260507_124500_graphassoc_commit_structrisk_mot20/train_policy/best.pt,cuda,0.0,0,0,policy_score,0.0,nan,nan,nan,,,,nan,nan,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
