exp_name,module_family,config_path,checkpoint,host_variant,host_config_path,host_checkpoint,graph_mode,graph_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,graph_cluster_gate_temp,graph_cluster_gate_bias,out_dir,eligible_clusters,replaced_clusters,matched_dets,deferred_dets,blocked_tracks,gate_pass_clusters,gate_filtered_clusters,skipped_large_clusters,HOTA,AssA,IDF1,MOTA,IDSW,status
local_conflict_graph_set_predictor_proxy0213,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v18_local_conflict_set_predictor_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,base_reid_da,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v18_local_conflict_set_predictor_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,learned_commit,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gate_objective_proxy_20260325_131713/01_stage1/best.pt,8,2,2,8,32,0.550000011920929,0.7642398476600647,-1.4803870916366577,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gate_objective_proxy_20260325_131713/02_proxy_eval,5740,195,897,14503,897,207,5533,38,53.407,45.169,59.109,73.312,815,ok
