exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_coverage_cal,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/cluster_set_predictor_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/source_manifest.csv,local_conflict_set_predictor_large_base_gatecal_v21,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gatecal_proxy_20260325_124053/01_stage1/best.pt,817,286,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-10-FRCNN,MOT17-11-FRCNN","MOT17-02-FRCNN,MOT17-13-FRCNN",base_reid_da,base_reid_da,base_reid_da,12,8,128,4,2,0.1,1,64,0.5,temp_bias,f0.5,0.5,2.0,0.5,0.95,19,1.0,0.5,0.25,0.25,0.0,manifest_split_tag,2,0.597477444609316,2.044204445780961,0.7812213460480469,0.4326923076923077,0.4410810810810811,0.6666666666666666,0.38791102170944214,0.856,0.8615853786468506,-3.1771271228790283,0.574999988079071,0.8228346456692913,0.9766355140186916,0.8495934959349594,0.8881118893623352,0.0,0.0,0.0,0.0,ok,
