exp_name,dataset_tag,feature_version,teacher_mode,edit_utility_commit_cost,edit_utility_min_gain,edit_utility_force_defer_gain,runtime_host_match_thresh,soft_rescue_weight,rescue_force_defer_gain,rescue_min_gain,large_component_max_subclusters,source_manifest,sources,source_frames,frames,unused_frames,raw_components,eligible_clusters,oversized_components,recovered_large_components,mined_large_subclusters,mined_component_clusters,frames_with_eligible_clusters,trigger_pass_clusters,trigger_fail_clusters,committed_matches,cluster_should_intervene_clusters,cluster_utility_gain,cluster_edit_gain,cluster_edit_cost,cluster_edit_utility_gain,cluster_should_intervene_soft_clusters,cluster_soft_utility_gain,cluster_should_intervene_sparse_clusters,cluster_sparse_utility_gain,host_equals_oracle_clusters,host_runtime_equals_oracle_clusters,host_committed_matches,host_runtime_committed_matches,oracle_committed_matches,delta_committed_matches,edit_committed_matches,rescue_committed_matches,hard_delta_committed_matches,soft_rescue_committed_matches,sparse_edit_committed_matches,edit_rows,rescue_rows,sparse_edit_rows,add_commit_rows,reassign_rows,force_defer_rows,hard_delta_rows,soft_rescue_rows,rescue_force_defer_rows,sparse_add_rows,sparse_reassign_free_rows,sparse_blocked_reassign_rows,detections,tracks,edges,skipped_large_clusters,train_sequences,val_sequences,host_variants,source_tags,det_feature_dim,track_feature_dim,edge_feature_dim,cluster_feature_dim,status
build_local_conflict_set_predictor_dataset,official_bytetrack_sparse_edit_sanity,v2_hostnorm_geom,sparse_edit,0.2,0.75,0.5,0.9,0.75,0.5,0.5,4,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_stage1_largecomp4_pairtarget_20260326_222143/source_manifest.csv,1,2657,2657,0,2657,2657,2100,2100,2100,2100,2657,81,2576,85,81,67.25,2518.5,24.199999999999957,2494.3000000000006,107,97.25,81,67.25,970,1126,20470,19707,15676,121,121,125,14,111,85,4916,125,85,1,120,4795,14,111,4045,14,71,40,20489,41337,162932,2100,"MOT17-04-FRCNN,MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-10-FRCNN,MOT17-11-FRCNN","MOT17-02-FRCNN,MOT17-13-FRCNN",official_bytetrack,official_bytetrack_trainhalf,9,8,18,11,ok
