exp_name,protocol_tag,host_variant,official_dump_exp_file,official_eval_exp_file,official_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,graph_cluster_gate_temp,graph_cluster_gate_bias,train_sequences,val_sequences,dump_dir,labeled_rows_csv,group_jsonl,dataset_dir,stage1_dir,pair_eval_dir,pipeline_log,checkpoint,cluster_examples,cluster_trigger_pass_clusters,cluster_skipped_large_clusters,train_examples,val_examples,train_host_variants,val_host_variants,split_mode,host_only_HOTA,host_only_AssA,host_only_IDF1,host_only_MOTA,host_only_IDSW,plugin_HOTA,plugin_AssA,plugin_IDF1,plugin_MOTA,plugin_IDSW,plugin_eligible_clusters,plugin_replaced_clusters,plugin_matched_dets,plugin_deferred_dets,plugin_gate_pass_clusters,plugin_gate_filtered_clusters,plugin_trigger_filtered_clusters,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,current_stage,status,error
official_bytetrack_local_conflict_stage1_trainhalf,official_bytetrack_mot17_trainhalf_stage1_then_valhalf_pair,official_bytetrack,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_trainhalf_dump.py,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_valhalf.py,/gemini/code/FMtrack-main/FM-Track/weight/bytetrack_x_mot17.pth.tar,8,2,2,8,32,0.5,1.0,0.0,"MOT17-05-FRCNN,MOT17-09-FRCNN",MOT17-11-FRCNN,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/00_official_dump_trainhalf/runtime_dump,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/labeled_replay_top8.csv,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/cluster_set_predictor_data,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/01_stage1,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/02_official_halfval_pair,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/pipeline.log,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/01_stage1/best.pt,557,557,573,458,99,official_bytetrack,official_bytetrack,manifest_split_tag,77.594,76.534,86.235,90.186,183,73.925,70.038,81.520,89.568,335,7025,5935,18532,4793,7025,0,1090,-3.669,-6.496,-4.715,-0.618,152,done,ok,
