exp_name,config_path,checkpoint,oracle_group_jsonl,graph_mode,graph_topk,graph_min_detections,graph_min_committed_matches,out_dir,HOTA,AssA,IDF1,MOTA,IDSW,status
local_conflict_graph_commitmatches_hardtrigger_oracle_proxy0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/groups.jsonl,oracle_commit_matches,8,2,2,/gemini/code/FMtrack-main/FM-Track/outputs/20260516_0325_local_conflict_graph_commitmatches_hardtrigger_single,,,,,,running
