exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,model_arch,checkpoint,init_checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,token_dim,num_slots,num_encoder_layers,num_heads,num_experts,router_hidden_dim,router_temperature,policy_score_mode,train_selection_head_only,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,router_balance_loss_weight,expert_aux_loss_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,risk_weight_power,risk_cost_scale,risk_utility_scale,risk_negative_boost,risk_neutral_boost,risk_positive_discount,risk_target_cost_weight,risk_target_suppressed_weight,risk_target_recent_owner_weight,risk_target_introduced_weight,selection_metric,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rank_loss,val_ordinal_rank_loss,train_router_balance_loss,train_router_entropy,train_router_top1,train_router_margin,train_expert_aux_loss,val_router_balance_loss,val_router_entropy,val_router_top1,val_router_margin,val_expert_aux_loss,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_083500_graphassoc_commit_risktrain_mot20/prep_data/graph_assoc_commit_data/cluster_examples.jsonl,outputs/20260506_014500_graphassoc_commit_structural0912_prep/source_manifest.csv,graph_assoc_commit_policy_mot20_risktrain,graph_assoc_v1,routed_moe_v1,/gemini/code/FMtrack-main/FM-Track/outputs/20260507_083500_graphassoc_commit_risktrain_mot20/train_policy/best.pt,outputs/20260505_081619_graphassoc_commit_gatedblend_next5h/train_policy/best.pt,964,686,MOT20-02,MOT20-05,60,8,192,192,192,6,3,8,3,192,0.8,gated_blend,,0.1,1.0,1.0,1.0,0.02,0.2,0.5,0.1,0.25,0.08,1.0,0.1,0.05,1.5,0.75,0.35,0.35,0.15,0.1,0.08,policy_sign_acc,1,1.9069766998291016,0.6356589198112488,0.4573643207550049,val_policy_sign_acc,17,0.6297376093294461,0.5422740524781341,0.4712572993390937,0.8832779720791483,0.6297376093294461,0.008189579543559852,0.01185921969624649,0.2523993134252296,0.8220612855620404,0.6807860498049941,0.4925366938114166,2.973001722308239,0.33394412540419155,0.7363017069355045,0.7345075114649169,0.5742343835337169,3.7725630392138534,0.44,0.2972972972972973,0.3790322580645161,0.4563106796116505,0.6597938144329897,0.6305418719211823,0.6262400522176448,0.6239067055393586,ok,
