exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,teacher_mode,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,model_selection_metric,assignment_row_mask_key,edge_target_key,cluster_target_key,target_gate_coverage_min,target_gate_coverage_max,coverage_penalty_weight,keep_row_loss_weight,edit_row_loss_weight,edit_edge_positive_weight,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,val_cluster_gate_bounded_utility,val_cluster_gate_coverage_penalty,val_selective_utility_targetcov,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_rescue_utility_smoke_20260326_03/dataset/cluster_examples.jsonl,,official_bytetrack_rescue_utility_smoke_thresh08,v2_hostnorm_geom,rescue_utility,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_rescue_utility_smoke_20260326_03/train_1epoch/best.pt,285,272,MOT17-05-FRCNN,"MOT17-09-FRCNN,MOT17-11-FRCNN",official_bytetrack,official_bytetrack,official_bytetrack,1,8,128,4,2,0.1,1,64,0.5,temp_bias,bounded_utility,0.5,2.0,0.5,0.95,19,bce,1.0,1.0,selective_utility_cov,row_rescue_mask,edge_is_soft_rescue,cluster_should_intervene_soft,0.02,0.08,1.0,0.0,1.0,8.0,1.0,0.5,0.25,0.25,0.0,manifest_split_tag,1,2.236176091738997,2.138308973642106,0.18246027074749852,0.060460139111824504,0.0,0.0,0.2666666805744171,0.0,4.651431083679199,-4.006557941436768,0.5,0.0,0.0,0.0,0.0,0.0,-0.02,0.02,-0.02,0.0,0.0,0.0,0.0,ok,
