exp_name,dataset_tag,feature_version,source_manifest,sources,source_frames,frames,unused_frames,raw_components,eligible_clusters,frames_with_eligible_clusters,trigger_pass_clusters,trigger_fail_clusters,committed_matches,detections,tracks,edges,skipped_large_clusters,train_sequences,val_sequences,host_variants,source_tags,det_feature_dim,track_feature_dim,edge_feature_dim,cluster_feature_dim,status
build_local_conflict_set_predictor_dataset,official_bytetrack_local_conflict_trainhalf,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_193930/source_manifest.csv,1,2657,2657,0,2657,557,557,557,0,3223,3689,5240,28799,2100,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-11-FRCNN",,official_bytetrack,official_bytetrack_trainhalf,9,8,18,11,ok
