train_jsonl,val_jsonl,model_type,init_checkpoint,init_loaded,feature_dim,epochs,batch_size,lr,weight_decay,hidden_dim,num_hidden_layers,dropout,pos_weight,neutral_pos_weight,neutral_loss_weight,neutral_risk_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,avg_train_target,avg_train_weight,avg_val_target,avg_val_weight,best_epoch,best_metric,best_threshold,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_positive_recall,val_mean_prob_harmful,val_mean_prob_neutral,val_mean_prob_positive,val_prob_gap_pos_neutral,val_prob_gap_neutral_harmful,val_mean_decision_harmful,val_mean_decision_neutral,val_mean_decision_positive,train_rows,val_rows,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_hardneg_next5h_20260429_020125/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_hardneg_next5h_20260429_020125/gate_dataset/val.jsonl,dual_head,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt,True,82,180,64,0.001,0.0001,16,3,0.15,1.0,1.0,0.5,1.0,0.5,0.1,1.0,0.12,0.30631399317406144,1.2389078498293515,0.29043280182232345,0.8530751708428246,29,0.6331457111146346,-0.01,0.5626423690205011,0.6331457111146346,0.22321428571428573,0.7352941176470589,0.34246575342465757,0.7352941176470589,0.286528080701828,0.26517075300216675,0.2886190414428711,0.023448288440704346,-0.021357327699661255,0.01203030813485384,0.01318646315485239,0.06130778044462204,293,439,success,
