exp_name,module_family,config_path,checkpoint,host_variant,host_config_path,host_checkpoint,graph_mode,graph_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,graph_cluster_gate_temp,graph_cluster_gate_bias,detector_filter,val_sequences,out_dir,eligible_clusters,replaced_clusters,matched_dets,deferred_dets,blocked_tracks,gate_pass_clusters,gate_filtered_clusters,skipped_large_clusters,HOTA,AssA,IDF1,MOTA,IDSW,status
bytetrack_base_reid_da_host_only_full_md2_mm2,bytetrack_host_only,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,base_reid_da,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,disabled,,,,,,,,,,FRCNN,,outputs/bytetrack_base_reid_da_host_only_full_md2_mm2_20260325_1428,0,0,0,0,0,0,0,0,,,,,,running
