exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,model_arch,checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,token_dim,num_slots,num_encoder_layers,num_heads,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,selection_metric,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rank_loss,val_ordinal_rank_loss,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/graph_assoc_commit_data/cluster_examples.jsonl,outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv,graph_assoc_commit_policy_v2,graph_assoc_v1,set_slot_v1,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_policy_setslot_policyacc_big_20260503_0930/best.pt,443,151,"MOT17-02-DPM,MOT17-02-FRCNN,MOT17-02-SDP,MOT17-05-DPM,MOT17-05-FRCNN,MOT17-05-SDP,MOT17-09-DPM,MOT17-09-FRCNN,MOT17-09-SDP,MOT17-10-DPM,MOT17-10-FRCNN,MOT17-10-SDP,MOT17-11-DPM,MOT17-11-FRCNN,MOT17-11-SDP,MOT17-13-DPM,MOT17-13-FRCNN,MOT17-13-SDP,MOT20-02",MOT20-05,80,8,192,192,192,6,3,8,0.1,1.0,1.0,1.0,0.5,0.1,0.25,0.08,policy_sign_acc,1,1.891223669052124,0.3856613039970398,0.7231149077415466,val_policy_sign_acc,79,0.2582781456953642,0.46357615894039733,0.40586945390591955,0.1878046405475451,0.2582781456953642,0.0083502549477637,0.009656436485392566,0.21428571428571427,0.3,0.7377049180327869,0.45,0.3064516129032258,0.6129032258064516,0.44808968975646607,0.271523178807947,ok,
