exp_name,config_path,checkpoint,oracle_group_jsonl,graph_mode,graph_topk,graph_min_detections,out_dir,HOTA,AssA,IDF1,MOTA,IDSW,status
local_conflict_graph_fullcluster_oracle_proxy0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/labeled_replay_top8.groups.jsonl,oracle_full,8,2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_fullcluster_oracle_proxy0213_20260323_200440,39.548,24.379,36.71,38.408,11558,ok
