step,name,status,run_root,summary_csv,log_path,started_at,finished_at,seq_ids,delta_hota,delta_assa,delta_idf1,delta_mota,delta_ids,delta_frag,changed_blocks,forced_matches,accepted_candidates,rejected_candidates,notes,params_json
reference_current_gate,graphassoc_gate_next5h_20260424_230311,reference,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/summary.csv,,,,2|5,0.13700000000000045,0.26500000000000057,0.26899999999999125,-0.0030000000000001137,5,-2,41,64,41,202,current best structured validation reference; not rerun in this queue,"{""reference_metrics"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/metrics_delta.csv""}"
01_wide_posminus_t002,wide_posminus_t002,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/01_wide_posminus_t002,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/01_wide_posminus_t002/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/logs/01_wide_posminus_t002.log,2026-04-26T07:46:13+08:00,2026-04-26T08:59:11+08:00,2|5,0.3089999999999975,0.5589999999999975,0.5499999999999972,-0.0020000000000095497,3,2,52,105,52,276,lower the current best positive-minus-neutral threshold slightly to test whether more accepted rewrites add useful association gain | complete,"{""extra_args"": [""--graph-assoc-top-k"", ""4"", ""--graph-assoc-max-rows"", ""5"", ""--graph-assoc-max-cols"", ""5"", ""--graph-assoc-row-margin"", ""0.06"", ""--graph-assoc-col-margin"", ""0.06"", ""--graph-assoc-min-reclaim-tracklet-len"", ""12"", ""--graph-assoc-recent-owner-max-tracklet-len"", ""14"", ""--graph-assoc-min-box-iou"", ""0.50"", ""--graph-assoc-reclaim-bonus"", ""0.16"", ""--graph-assoc-recent-owner-penalty"", ""0.08"", ""--graph-assoc-iou-bonus"", ""0.06"", ""--graph-assoc-score-bonus"", ""0.02"", ""--graph-assoc-min-assignment-gain"", ""0.003"", ""--graph-assoc-max-cost-delta"", ""0.10"", ""--graph-assoc-row-involved-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-max-cost-delta"", ""0.10"", ""--graph-assoc-force-match-cost"", ""0.0"", ""--graph-assoc-commit-checkpoint"", ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt"", ""--graph-assoc-commit-device"", ""cpu"", ""--graph-assoc-commit-score-margin"", ""0.0"", ""--graph-assoc-commit-replace-rules"", ""--graph-assoc-dump-candidate-rows"", ""--graph-assoc-commit-decision-mode"", ""positive_minus_neutral"", ""--graph-assoc-commit-threshold"", ""0.02""]}"
02_wide_posminus_t004,wide_posminus_t004,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/02_wide_posminus_t004,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/02_wide_posminus_t004/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/logs/02_wide_posminus_t004.log,2026-04-26T08:59:11+08:00,2026-04-26T10:13:45+08:00,2|5,0.3329999999999984,0.5990000000000038,0.5840000000000032,0.001999999999995339,3,-3,46,93,46,296,raise the current best positive-minus-neutral threshold slightly to test whether cleaner rewrites reduce ID risk without losing much HOTA | complete,"{""extra_args"": [""--graph-assoc-top-k"", ""4"", ""--graph-assoc-max-rows"", ""5"", ""--graph-assoc-max-cols"", ""5"", ""--graph-assoc-row-margin"", ""0.06"", ""--graph-assoc-col-margin"", ""0.06"", ""--graph-assoc-min-reclaim-tracklet-len"", ""12"", ""--graph-assoc-recent-owner-max-tracklet-len"", ""14"", ""--graph-assoc-min-box-iou"", ""0.50"", ""--graph-assoc-reclaim-bonus"", ""0.16"", ""--graph-assoc-recent-owner-penalty"", ""0.08"", ""--graph-assoc-iou-bonus"", ""0.06"", ""--graph-assoc-score-bonus"", ""0.02"", ""--graph-assoc-min-assignment-gain"", ""0.003"", ""--graph-assoc-max-cost-delta"", ""0.10"", ""--graph-assoc-row-involved-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-max-cost-delta"", ""0.10"", ""--graph-assoc-force-match-cost"", ""0.0"", ""--graph-assoc-commit-checkpoint"", ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt"", ""--graph-assoc-commit-device"", ""cpu"", ""--graph-assoc-commit-score-margin"", ""0.0"", ""--graph-assoc-commit-replace-rules"", ""--graph-assoc-dump-candidate-rows"", ""--graph-assoc-commit-decision-mode"", ""positive_minus_neutral"", ""--graph-assoc-commit-threshold"", ""0.04""]}"
03_wide_weighted_w110_t000,wide_weighted_w110_t000,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/03_wide_weighted_w110_t000,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/03_wide_weighted_w110_t000/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/logs/03_wide_weighted_w110_t000.log,2026-04-26T10:13:45+08:00,2026-04-26T11:27:09+08:00,2|5,0.31399999999999295,0.5630000000000024,0.5499999999999972,0.0030000000000001137,3,-5,42,85,42,300,interpolate between the current best and the safer weighted run by reducing neutral-risk penalty from 1.25 to 1.10 | complete,"{""extra_args"": [""--graph-assoc-top-k"", ""4"", ""--graph-assoc-max-rows"", ""5"", ""--graph-assoc-max-cols"", ""5"", ""--graph-assoc-row-margin"", ""0.06"", ""--graph-assoc-col-margin"", ""0.06"", ""--graph-assoc-min-reclaim-tracklet-len"", ""12"", ""--graph-assoc-recent-owner-max-tracklet-len"", ""14"", ""--graph-assoc-min-box-iou"", ""0.50"", ""--graph-assoc-reclaim-bonus"", ""0.16"", ""--graph-assoc-recent-owner-penalty"", ""0.08"", ""--graph-assoc-iou-bonus"", ""0.06"", ""--graph-assoc-score-bonus"", ""0.02"", ""--graph-assoc-min-assignment-gain"", ""0.003"", ""--graph-assoc-max-cost-delta"", ""0.10"", ""--graph-assoc-row-involved-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-max-cost-delta"", ""0.10"", ""--graph-assoc-force-match-cost"", ""0.0"", ""--graph-assoc-commit-checkpoint"", ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt"", ""--graph-assoc-commit-device"", ""cpu"", ""--graph-assoc-commit-score-margin"", ""0.0"", ""--graph-assoc-commit-replace-rules"", ""--graph-assoc-dump-candidate-rows"", ""--graph-assoc-commit-decision-mode"", ""positive_minus_weighted_neutral"", ""--graph-assoc-commit-neutral-risk-weight"", ""1.10"", ""--graph-assoc-commit-threshold"", ""0.0""]}"
04_wide_weighted_w115_tm002,wide_weighted_w115_tm002,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/04_wide_weighted_w115_tm002,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/04_wide_weighted_w115_tm002/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/logs/04_wide_weighted_w115_tm002.log,2026-04-26T11:27:09+08:00,2026-04-26T12:40:50+08:00,2|5,0.31399999999999295,0.5630000000000024,0.5499999999999972,0.0030000000000001137,3,-5,42,85,42,300,balanced weighted decision surface expected to accept between the best HOTA run and the safer low-ID-switch run | complete,"{""extra_args"": [""--graph-assoc-top-k"", ""4"", ""--graph-assoc-max-rows"", ""5"", ""--graph-assoc-max-cols"", ""5"", ""--graph-assoc-row-margin"", ""0.06"", ""--graph-assoc-col-margin"", ""0.06"", ""--graph-assoc-min-reclaim-tracklet-len"", ""12"", ""--graph-assoc-recent-owner-max-tracklet-len"", ""14"", ""--graph-assoc-min-box-iou"", ""0.50"", ""--graph-assoc-reclaim-bonus"", ""0.16"", ""--graph-assoc-recent-owner-penalty"", ""0.08"", ""--graph-assoc-iou-bonus"", ""0.06"", ""--graph-assoc-score-bonus"", ""0.02"", ""--graph-assoc-min-assignment-gain"", ""0.003"", ""--graph-assoc-max-cost-delta"", ""0.10"", ""--graph-assoc-row-involved-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-max-cost-delta"", ""0.10"", ""--graph-assoc-force-match-cost"", ""0.0"", ""--graph-assoc-commit-checkpoint"", ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt"", ""--graph-assoc-commit-device"", ""cpu"", ""--graph-assoc-commit-score-margin"", ""0.0"", ""--graph-assoc-commit-replace-rules"", ""--graph-assoc-dump-candidate-rows"", ""--graph-assoc-commit-decision-mode"", ""positive_minus_weighted_neutral"", ""--graph-assoc-commit-neutral-risk-weight"", ""1.15"", ""--graph-assoc-commit-threshold"", ""-0.02""]}"
05_wide_times_t025,wide_times_t025,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/05_wide_times_t025,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/runs/05_wide_times_t025/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_decision_surface_20260426_074606/logs/05_wide_times_t025.log,2026-04-26T12:40:50+08:00,2026-04-26T13:53:07+08:00,2|5,0.3100000000000023,0.5570000000000022,0.5510000000000019,0.001999999999995339,2,-2,43,87,43,293,nonlinear decision surface that requires positive evidence while sharply suppressing neutral-risk candidates | complete,"{""extra_args"": [""--graph-assoc-top-k"", ""4"", ""--graph-assoc-max-rows"", ""5"", ""--graph-assoc-max-cols"", ""5"", ""--graph-assoc-row-margin"", ""0.06"", ""--graph-assoc-col-margin"", ""0.06"", ""--graph-assoc-min-reclaim-tracklet-len"", ""12"", ""--graph-assoc-recent-owner-max-tracklet-len"", ""14"", ""--graph-assoc-min-box-iou"", ""0.50"", ""--graph-assoc-reclaim-bonus"", ""0.16"", ""--graph-assoc-recent-owner-penalty"", ""0.08"", ""--graph-assoc-iou-bonus"", ""0.06"", ""--graph-assoc-score-bonus"", ""0.02"", ""--graph-assoc-min-assignment-gain"", ""0.003"", ""--graph-assoc-max-cost-delta"", ""0.10"", ""--graph-assoc-row-involved-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-min-assignment-gain"", ""0.003"", ""--graph-assoc-col-only-max-cost-delta"", ""0.10"", ""--graph-assoc-force-match-cost"", ""0.0"", ""--graph-assoc-commit-checkpoint"", ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt"", ""--graph-assoc-commit-device"", ""cpu"", ""--graph-assoc-commit-score-margin"", ""0.0"", ""--graph-assoc-commit-replace-rules"", ""--graph-assoc-dump-candidate-rows"", ""--graph-assoc-commit-decision-mode"", ""positive_times_one_minus_neutral"", ""--graph-assoc-commit-threshold"", ""0.25""]}"
