exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,model_arch,checkpoint,init_checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,token_dim,num_slots,num_encoder_layers,num_heads,num_experts,router_hidden_dim,router_temperature,policy_score_mode,train_selection_head_only,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,router_balance_loss_weight,expert_aux_loss_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,selection_metric,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rank_loss,val_ordinal_rank_loss,train_router_balance_loss,train_router_entropy,train_router_top1,train_router_margin,train_expert_aux_loss,val_router_balance_loss,val_router_entropy,val_router_top1,val_router_margin,val_expert_aux_loss,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot20_expand_20260503_1100/graph_assoc_commit_data/cluster_examples.jsonl,,graph_assoc_commit_policy,graph_assoc_v1,routed_moe_v1,/gemini/code/FMtrack-main/FM-Track/outputs/20260504_234422_graphassoc_commit_headonly_next5h/train_policy/best.pt,,208,117,"MOT20-01,MOT20-02,MOT20-03",MOT20-05,60,8,192,192,192,6,3,8,3,192,0.8,,,0.1,1.0,0.5,0.5,0.02,0.2,0.0,0.1,0.0,0.08,policy_sign_acc,1,1.9273743629455566,0.6703910827636719,0.40223464369773865,val_policy_sign_acc,57,0.5555555555555556,0.4444444444444444,0.43789004663262626,0.23443206316646203,0.5555555555555556,0.0,0.0,0.05015020978932556,0.9098221191491646,0.5393939194484398,0.25988581819603074,1.019117192007028,0.06276396677518885,0.9762932849236023,0.5042754376036489,0.21676479063482365,1.2224577795236538,0.3684210526315789,0.4666666666666667,0.3380281690140845,0.631578947368421,0.7777777777777778,0.328125,0.6023514827347209,0.5811965811965812,ok,
