run_name,dataset_jsonl,train_examples,val_examples,candidate_feature_dim,positive_cluster_oversample,positive_cluster_weight,hidden_dim,num_layers,dropout,batch_size,epochs,lr,weight_decay,seed,device,best_epoch,best_metric_name,best_metric_value,train_loss,train_top1_acc,train_nonkeep_precision,train_nonkeep_recall,train_nonkeep_coverage,train_nonkeep_f0_5,val_loss,val_top1_acc,val_nonkeep_precision,val_nonkeep_recall,val_nonkeep_coverage,val_nonkeep_f0_5,val_target_keep_clusters,val_target_nonkeep_clusters,checkpoint,metrics_jsonl,status,error
official_bytetrack_posthost_one_edit_scorer_smoke_20260327_234041,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_dataset_20260327_234041/posthost_action_examples.jsonl,1982,675,49,1.0,1.0,128,3,0.1,64,20,0.001,0.0001,42,cuda,20,nonkeep_f0.5,0.31228551818805766,0.8336936053787062,0.6846619576185671,0.3475026567481403,0.3449367088607595,0.4747729566094854,0.34698641765704585,1.6322142127708152,0.4059259259259259,0.31217838765008576,0.3127147766323024,0.8637037037037038,0.31228551818805766,93,582,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_scorer_smoke_20260327_234041/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_scorer_smoke_20260327_234041/metrics.jsonl,success,
