exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,epochs,batch_size,hidden_dim,dropout,strict_sequence_split,min_val_examples,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_commit_f1,selection_metric,status,error,source_path,out_dir
graph_assoc_commit_stage1,outputs/graph_assoc_commit_stage1_edgepatch_f1sel128_20260419_1/graph_assoc_commit_data/cluster_examples.jsonl,,,,outputs/graph_assoc_commit_stage1_edgepatch_f1sel128_20260419_1/best.pt,278,151,MOT20-02,MOT20-05,"graphassoc_stalelostprotect_canddump,graphassoc_youngactiveprotectcost03_canddump","graphassoc_stalelostprotect_canddump,graphassoc_youngactiveprotectcost03_canddump",14,8,128,0.1,0,1,manifest_split_tag,7,0.5587358253068049,0.6230679880185374,0.7484567901234568,0.7097701149425287,0.3597122302158273,0.8064516129032258,0.4975124378109453,val_commit_f1,ok,,outputs/graph_assoc_commit_next5h_20260419_000454/stage1/expanded_4src/source_manifest.csv,outputs/graph_assoc_commit_stage1_edgepatch_f1sel128_20260419_1
