exp_name,dataset_tag,feature_version,teacher_mode,edit_utility_commit_cost,edit_utility_min_gain,edit_utility_force_defer_gain,runtime_host_match_thresh,soft_rescue_weight,rescue_force_defer_gain,rescue_min_gain,source_manifest,sources,source_frames,frames,unused_frames,raw_components,eligible_clusters,frames_with_eligible_clusters,trigger_pass_clusters,trigger_fail_clusters,committed_matches,cluster_should_intervene_clusters,cluster_utility_gain,cluster_edit_gain,cluster_edit_cost,cluster_edit_utility_gain,cluster_should_intervene_soft_clusters,cluster_soft_utility_gain,host_equals_oracle_clusters,host_runtime_equals_oracle_clusters,host_committed_matches,host_runtime_committed_matches,oracle_committed_matches,delta_committed_matches,edit_committed_matches,rescue_committed_matches,hard_delta_committed_matches,soft_rescue_committed_matches,edit_rows,rescue_rows,add_commit_rows,reassign_rows,force_defer_rows,hard_delta_rows,soft_rescue_rows,rescue_force_defer_rows,detections,tracks,edges,skipped_large_clusters,train_sequences,val_sequences,host_variants,source_tags,det_feature_dim,track_feature_dim,edge_feature_dim,cluster_feature_dim,status
build_local_conflict_set_predictor_dataset,official_bytetrack_rescue_utility_smoke_thresh08,v2_hostnorm_geom,rescue_utility,0.2,0.75,0.5,0.8,0.75,0.5,0.5,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_mainline_20260326_001600/source_manifest.csv,1,2657,1130,1527,1130,557,557,20,537,23,20,18.5,248.0,4.800000000000002,243.20000000000005,20,18.5,285,332,3670,3552,3223,24,24,23,5,18,472,23,1,23,448,5,18,334,3689,5240,28799,573,MOT17-05-FRCNN,"MOT17-09-FRCNN,MOT17-11-FRCNN",official_bytetrack,official_bytetrack_trainhalf,9,8,18,11,ok
