group_jsonl,rows_csv,cluster_jsonl,sequences,top1_error_groups,sequence_top1_error_counts,thresholds,plugin_focus_sequences,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/labeled_replay_top8.csv,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_hard_sequence_mining_probe_20260326_221001/cluster_examples.jsonl,"[""MOT17-02-FRCNN"", ""MOT17-05-FRCNN"", ""MOT17-10-FRCNN""]",109,"{""MOT17-02-FRCNN"": 10, ""MOT17-05-FRCNN"": 54, ""MOT17-10-FRCNN"": 45}","{""high_entropy_min"": 0.4173049688339234, ""long_gap_min"": 1.0, ""low_det_score_max"": 0.8543682098388672, ""low_refined_score_max"": 0.7549249410629273, ""near_tie_margin_max"": 0.4802441954612732, ""short_hist_max"": 43.0}","[""MOT17-02-FRCNN"", ""MOT17-05-FRCNN"", ""MOT17-10-FRCNN""]",success,
