exp_name,protocol_tag,official_exp_file,official_checkpoint,host_variant,plugin_mode,graph_checkpoint,host_only_dir,host_plus_plugin_dir,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,status,error
official_bytetrack_local_conflict_halfval_pair,official_bytetrack_x_mot17_valhalf_pair,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_valhalf.py,/gemini/code/FMtrack-main/FM-Track/weight/bytetrack_x_mot17.pth.tar,official_bytetrack_x_mot17_valhalf,posthost_one_edit_hierarchical,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_balanced_gate_swap_20260328_131500/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_balanced_gate_swap_halfval_smoke_keep0988_20260328_131900/00_host_only,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_balanced_gate_swap_halfval_smoke_keep0988_20260328_131900/01_host_plus_plugin,0.000,0.000,0.000,0.000,0,success,
