run_name,dataset_jsonl,train_examples,val_examples,cluster_feature_dim,candidate_feature_dim,swap_oversample,gate_positive_weight,swap_selector_weight,hidden_dim,num_layers,dropout,batch_size,epochs,lr,weight_decay,seed,device,best_epoch,best_metric_name,best_metric_value,train_gate_acc,train_action_type_acc,train_keep_vs_edit_acc,train_swap_action_recall,train_exact_top1_acc,train_nonkeep_exact_top1_acc,train_swap_exact_top1_acc,train_defer_exact_top1_acc,val_gate_acc,val_action_type_acc,val_keep_vs_edit_acc,val_swap_action_recall,val_exact_top1_acc,val_nonkeep_exact_top1_acc,val_swap_exact_top1_acc,val_defer_exact_top1_acc,checkpoint,metrics_jsonl,status,error
official_bytetrack_posthost_one_edit_hierarchical_balanced_gate_swap_20260328_131500,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_dataset_swap_priority_20260328_101300/posthost_action_examples.jsonl,3253,675,249,49,32.0,8.0,4.0,128,3,0.1,64,20,0.001,0.0001,42,cuda,11,balanced_gate_swap,0.5101960784313726,0.837688287734399,0.837688287734399,0.837688287734399,0.9916158536585366,0.7288656624654165,0.7217987804878049,0.7217987804878049,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.8823529411764706,0.4562962962962963,0.47058823529411764,0.47058823529411764,0.0,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_balanced_gate_swap_20260328_131500/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_balanced_gate_swap_20260328_131500/metrics.jsonl,success,
