exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,model_selection_metric,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/cluster_set_predictor_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/source_manifest.csv,official_bytetrack_local_conflict_trainhalf,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/01_stage1/best.pt,458,99,"MOT17-05-FRCNN,MOT17-09-FRCNN",MOT17-11-FRCNN,official_bytetrack,official_bytetrack,official_bytetrack,12,8,128,4,2,0.1,1,64,0.5,temp_bias,f0.5,0.5,2.0,0.5,0.95,19,bce,1.0,1.0,val_loss,1.0,0.5,0.25,0.25,0.0,manifest_split_tag,11,0.937327571683623,0.6322526024165147,0.6475354490209319,0.8844566712517193,0.9530386740331491,0.9971098265895953,0.818027138710022,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,ok,
