exp_name,config_path,checkpoint,graph_mode,graph_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,detector_filter,val_sequences,out_dir,eligible_clusters,replaced_clusters,matched_dets,deferred_dets,blocked_tracks,skipped_large_clusters,HOTA,AssA,IDF1,MOTA,IDSW,status
local_conflict_graph_learned_commit_frcnn_md3_mm2,configs/experiments/bytetrack_fa_mot_mot17_v17_local_conflict_commit_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,learned_commit,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_next12h_20260324_165558/01_stage1/best.pt,8,3,2,8,32,FRCNN,,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_next12h_20260324_165558/05_frcnn_md3_mm2,5396,212,434,19842,434,64,61.995,58.274,70.93,75.868,1605,ok
