exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,teacher_mode,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,train_target_positives,val_target_positives,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,split_strategy,split_target_key,val_fraction,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,train_positive_cluster_oversample,model_selection_metric,assignment_target_key,assignment_row_mask_key,edge_loss_mask_key,edge_target_key,cluster_target_key,target_gate_coverage_min,target_gate_coverage_max,coverage_penalty_weight,keep_row_loss_weight,edit_row_loss_weight,edit_edge_positive_weight,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,margin_host_edit,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,val_cluster_gate_bounded_utility,val_cluster_gate_coverage_penalty,val_selective_utility_targetcov,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_213928_graphassoc_sparseedit/01_dataset/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/20260509_100047_graphassoc_bridge_mot20_next5h/set_predictor_inputs/source_manifest.csv,graphassoc_commit_set_predictor_mot20,graphassoc_commit_v1,,,,,,,,,,,,12,8,128,4,2,0.1,1,auto,cluster_should_intervene_sparse,0.2,64,0.5,temp_bias,bounded_utility,0.5,2.0,0.01,0.8,19,weighted_bce,4.0,1.0,1.5,selective_utility_cov,target_by_det_sparse_edit,row_sparse_edit_mask,row_sparse_edit_mask,edge_is_sparse_edit,trigger_pass,0.01,0.05,1.0,0.0,2.0,32.0,1.0,0.5,0.25,0.25,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,running,
