exp_name,protocol_tag,official_exp_file,official_checkpoint,host_variant,graph_checkpoint,host_only_dir,host_plus_plugin_dir,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,status,error
official_bytetrack_largecover_gateedit_pair_confirm_best_v2_thresh060_deltadiag,official_bytetrack_mot17_trainhalf_gateedit_valhalf_pair_seed43_finalbest_thresh060_deltadiag,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_valhalf.py,/gemini/code/FMtrack-main/FM-Track/weight/bytetrack_x_mot17.pth.tar,official_bytetrack,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_largecover_gateedit_stage1_confirm_v1_20260326_203334/01_stage1/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_largecover_gateedit_pair_confirm_best_v2_thresh060_deltadiag_20260326_223500/00_host_only,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_largecover_gateedit_pair_confirm_best_v2_thresh060_deltadiag_20260326_223500/01_host_plus_plugin,0.000,0.000,0.000,0.000,0,success,
